Mod:Item:MetaData, Localized Name
hbm:fluid_tank_full:105, Universal Fluid Tank: Coker Oil
hbm:fluid_tank_full:11, Universal Fluid Tank: Hot Crude Oil
hbm:fluid_tank_full:135, Universal Fluid Tank: Desulfurized Hot Crude Oil
hbm:fluid_tank_full:63, Universal Fluid Tank: Hot Cracked Oil
hbm:fluid_tank_full:137, Universal Fluid Tank: Desulfurized Hot Cracked Oil
hbm:fluid_tank_full:12, Universal Fluid Tank: Heavy Oil
hbm:fluid_tank_full:91, Universal Fluid Tank: Vacuum Heavy Oil
hbm:fluid_tank_full:19, Universal Fluid Tank: Naphtha
hbm:fluid_tank_full:138, Universal Fluid Tank: Desulfurized Naphtha
hbm:fluid_tank_full:64, Universal Fluid Tank: Cracked Naphtha
hbm:fluid_tank_full:106, Universal Fluid Tank: Coker Naphtha
hbm:fluid_tank_full:92, Universal Fluid Tank: Reformate
hbm:fluid_tank_full:21, Universal Fluid Tank: Light Oil
hbm:fluid_tank_full:139, Universal Fluid Tank: Desulfurized Light Oil
hbm:fluid_tank_full:65, Universal Fluid Tank: Cracked Light Oil
hbm:fluid_tank_full:93, Universal Fluid Tank: Vacuum Light Oil
hbm:fluid_tank_full:13, Universal Fluid Tank: Bitumen
hbm:fluid_tank_full:14, Universal Fluid Tank: Industrial Oil
hbm:fluid_tank_full:15, Universal Fluid Tank: Heating Oil
hbm:fluid_tank_full:96, Universal Fluid Tank: Heavy Heating Oil
hbm:fluid_tank_full:16, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:fluid_tank_full:18, Universal Fluid Tank: Engine Lubricant
hbm:fluid_tank_full:23, Universal Fluid Tank: Natural Gas
hbm:fluid_tank_full:107, Universal Fluid Tank: Coker Gas
hbm:fluid_tank_full:24, Universal Fluid Tank: Petroleum Gas
hbm:fluid_tank_full:94, Universal Fluid Tank: Sour Gas
hbm:fluid_tank_full:25, Universal Fluid Tank: LPG
hbm:fluid_tank_full:86, Universal Fluid Tank: Syngas
hbm:fluid_tank_full:87, Universal Fluid Tank: Oxyhydrogen
hbm:fluid_tank_full:67, Universal Fluid Tank: Aromatic Hydrocarbons
hbm:fluid_tank_full:68, Universal Fluid Tank: Unsaturated Hydrocarbons
hbm:fluid_tank_full:95, Universal Fluid Tank: BTX
hbm:fluid_tank_full:100, Universal Fluid Tank: Reformate Gas
hbm:fluid_tank_full:20, Universal Fluid Tank: Diesel
hbm:fluid_tank_full:97, Universal Fluid Tank: High-Cetane Diesel
hbm:fluid_tank_full:66, Universal Fluid Tank: Cracked Diesel
hbm:fluid_tank_full:98, Universal Fluid Tank: High-Cetane Cracked Diesel
hbm:fluid_tank_full:22, Universal Fluid Tank: Kerosene
hbm:fluid_tank_full:99, Universal Fluid Tank: Jet Fuel
hbm:fluid_tank_full:17, Universal Fluid Tank: Petroil
hbm:fluid_tank_full:72, Universal Fluid Tank: Leaded Petroil
hbm:fluid_tank_full:46, Universal Fluid Tank: Gasoline
hbm:fluid_tank_full:73, Universal Fluid Tank: Leaded Gasoline
hbm:fluid_tank_full:47, Universal Fluid Tank: Coal Gasoline
hbm:fluid_tank_full:74, Universal Fluid Tank: Leaded Coal Gasoline
hbm:fluid_tank_full:80, Universal Fluid Tank: Coal Tar Creosote
hbm:fluid_tank_full:79, Universal Fluid Tank: Wood Oil
hbm:fluid_tank_full:26, Universal Fluid Tank: Biogas
hbm:fluid_tank_full:27, Universal Fluid Tank: Biofuel
hbm:fluid_tank_full:59, Universal Fluid Tank: Ethanol
hbm:fluid_tank_full:111, Universal Fluid Tank: Fish Oil
hbm:fluid_tank_full:112, Universal Fluid Tank: Sunflower Seed Oil
hbm:fluid_tank_full:28, Universal Fluid Tank: NITAN© 100 Octane Super Fuel
hbm:fluid_tank_full:154, Universal Fluid Tank: Deuterated Hydrocarbon
hbm:fluid_tank_full:41, Universal Fluid Tank: BF Rocket Fuel
hbm:fluid_tank_full:69, Universal Fluid Tank: Salient Green
hbm:fluid_tank_full:81, Universal Fluid Tank: Seeding Slurry
hbm:fluid_tank_full:101, Universal Fluid Tank: Colloid
hbm:fluid_tank_full:141, Universal Fluid Tank: Vitriol
hbm:fluid_tank_full:142, Universal Fluid Tank: Ore Slop
hbm:fluid_tank_full:104, Universal Fluid Tank: Ionic Gel
hbm:fluid_tank_full:35, Universal Fluid Tank: Hydrogen Peroxide
hbm:fluid_tank_full:75, Universal Fluid Tank: Sulfuric Acid
hbm:fluid_tank_full:82, Universal Fluid Tank: Nitric Acid
hbm:fluid_tank_full:83, Universal Fluid Tank: Solvent
hbm:fluid_tank_full:88, Universal Fluid Tank: High-Performance Solvent
hbm:fluid_tank_full:32, Universal Fluid Tank: Schrabidic Acid
hbm:fluid_tank_full:29, Universal Fluid Tank: Uranium Hexafluoride
hbm:fluid_tank_full:30, Universal Fluid Tank: Plutonium Hexafluoride
hbm:fluid_tank_full:31, Universal Fluid Tank: Schrabidium Trisulfide
hbm:fluid_tank_full:43, Universal Fluid Tank: Pandemonium(III)tantalite Solution
hbm:fluid_tank_full:36, Universal Fluid Tank: Poisonous Mud
hbm:fluid_tank_full:131, Universal Fluid Tank: Fullerene Solution
hbm:fluid_tank_full:108, Universal Fluid Tank: Dissolved Egg
hbm:fluid_tank_full:109, Universal Fluid Tank: Cholesterol Solution
hbm:fluid_tank_full:149, Universal Fluid Tank: Sodium Aluminate
hbm:fluid_tank_full:150, Universal Fluid Tank: Bauxite Solution
hbm:fluid_tank_full:151, Universal Fluid Tank: Alumina
hbm:fluid_tank_full:153, Universal Fluid Tank: Liquid Concrete
hbm:fluid_tank_full:49, Universal Fluid Tank: Fracking Solution
hbm:fluid_tank_full:148, Universal Fluid Tank: Lye
hbm:fluid_tank_full:102, Universal Fluid Tank: Phosgene
hbm:fluid_tank_full:103, Universal Fluid Tank: Mustard Gas
hbm:fluid_tank_full:110, Universal Fluid Tank: Estradiol Solution
hbm:fluid_tank_full:113, Universal Fluid Tank: Nitroglycerin
hbm:fluid_tank_full:33, Universal Fluid Tank: Antimatter
hbm:fluid_tank_full:34, Universal Fluid Tank: Antischrabidium
hbm:fluid_tank_full:70, Universal Fluid Tank: Experience Juice
hbm:fluid_tank_full:71, Universal Fluid Tank: Ender Juice
hbm:fluid_tank_full:140, Universal Fluid Tank: Stellar Flux
hbm:fluid_tank_full:132, Universal Fluid Tank: Booster Pheromone
hbm:fluid_tank_full:133, Universal Fluid Tank: Modified Booster Pheromone
hbm:fluid_tank_full:89, Universal Fluid Tank: Hydrazine
hbm:fluid_tank_full:1000, Universal Fluid Tank: Custom Fluid Demo
hbm:fluid_tank_lead_empty, Empty Hazardous Material Tank
hbm:fluid_tank_lead_full:152, Hazardous Material Tank: Compressed Air
hbm:fluid_tank_lead_full:1, Hazardous Material Tank: Water
hbm:fluid_tank_lead_full:60, Hazardous Material Tank: Heavy Water
hbm:fluid_tank_lead_full:125, Hazardous Material Tank: Hot Heavy Water
hbm:fluid_tank_lead_full:7, Hazardous Material Tank: Lava
hbm:fluid_tank_lead_full:2, Hazardous Material Tank: Steam
hbm:fluid_tank_lead_full:3, Hazardous Material Tank: Dense Steam
hbm:fluid_tank_lead_full:4, Hazardous Material Tank: Super Dense Steam
hbm:fluid_tank_lead_full:5, Hazardous Material Tank: Ultra Dense Steam
hbm:fluid_tank_lead_full:55, Hazardous Material Tank: Carbon Dioxide
hbm:fluid_tank_lead_full:6, Hazardous Material Tank: Coolant
hbm:fluid_tank_lead_full:76, Hazardous Material Tank: Hot Coolant
hbm:fluid_tank_lead_full:145, Hazardous Material Tank: Perfluoromethyl
hbm:fluid_tank_lead_full:146, Hazardous Material Tank: Cold Perfluoromethyl
hbm:fluid_tank_lead_full:147, Hazardous Material Tank: Hot Perfluoromethyl
hbm:fluid_tank_lead_full:37, Hazardous Material Tank: Cryogel
hbm:fluid_tank_lead_full:77, Hazardous Material Tank: Mug Root Beer
hbm:fluid_tank_lead_full:78, Hazardous Material Tank: Hot Mug Root Beer
hbm:fluid_tank_lead_full:84, Hazardous Material Tank: Blood
hbm:fluid_tank_lead_full:85, Hazardous Material Tank: Hot Blood
hbm:fluid_tank_lead_full:126, Hazardous Material Tank: Liquid Sodium
hbm:fluid_tank_lead_full:127, Hazardous Material Tank: Hot Liquid Sodium
hbm:fluid_tank_lead_full:143, Hazardous Material Tank: Liquid Lead
hbm:fluid_tank_lead_full:144, Hazardous Material Tank: Hot Liquid Lead
hbm:fluid_tank_lead_full:128, Hazardous Material Tank: Liquid Thorium Salt
hbm:fluid_tank_lead_full:129, Hazardous Material Tank: Hot Liquid Thorium Salt
hbm:fluid_tank_lead_full:130, Hazardous Material Tank: Depleted Liquid Thorium Salt
hbm:fluid_tank_lead_full:38, Hazardous Material Tank: Liquid Hydrogen
hbm:fluid_tank_lead_full:8, Hazardous Material Tank: Deuterium
hbm:fluid_tank_lead_full:9, Hazardous Material Tank: Tritium
hbm:fluid_tank_lead_full:57, Hazardous Material Tank: Helium-3
hbm:fluid_tank_lead_full:124, Hazardous Material Tank: Helium-4
hbm:fluid_tank_lead_full:39, Hazardous Material Tank: Liquid Oxygen
hbm:fluid_tank_lead_full:40, Hazardous Material Tank: Xenon Gas
hbm:fluid_tank_lead_full:90, Hazardous Material Tank: Chlorine Gas
hbm:fluid_tank_lead_full:42, Hazardous Material Tank: Mercury
hbm:fluid_tank_lead_full:10, Hazardous Material Tank: Crude Oil
hbm:fluid_tank_lead_full:134, Hazardous Material Tank: Desulfurized Crude Oil
hbm:fluid_tank_lead_full:61, Hazardous Material Tank: Cracked Oil
hbm:fluid_tank_lead_full:136, Hazardous Material Tank: Desulfurized Cracked Oil
hbm:fluid_tank_lead_full:62, Hazardous Material Tank: Coal Oil
hbm:fluid_tank_lead_full:105, Hazardous Material Tank: Coker Oil
hbm:fluid_tank_lead_full:11, Hazardous Material Tank: Hot Crude Oil
hbm:fluid_tank_lead_full:135, Hazardous Material Tank: Desulfurized Hot Crude Oil
hbm:fluid_tank_lead_full:63, Hazardous Material Tank: Hot Cracked Oil
hbm:fluid_tank_lead_full:137, Hazardous Material Tank: Desulfurized Hot Cracked Oil
hbm:fluid_tank_lead_full:12, Hazardous Material Tank: Heavy Oil
hbm:fluid_tank_lead_full:91, Hazardous Material Tank: Vacuum Heavy Oil
hbm:fluid_tank_lead_full:19, Hazardous Material Tank: Naphtha
hbm:fluid_tank_lead_full:138, Hazardous Material Tank: Desulfurized Naphtha
hbm:fluid_tank_lead_full:64, Hazardous Material Tank: Cracked Naphtha
hbm:fluid_tank_lead_full:106, Hazardous Material Tank: Coker Naphtha
hbm:fluid_tank_lead_full:92, Hazardous Material Tank: Reformate
hbm:fluid_tank_lead_full:21, Hazardous Material Tank: Light Oil
hbm:fluid_tank_lead_full:139, Hazardous Material Tank: Desulfurized Light Oil
hbm:fluid_tank_lead_full:65, Hazardous Material Tank: Cracked Light Oil
hbm:fluid_tank_lead_full:93, Hazardous Material Tank: Vacuum Light Oil
hbm:fluid_tank_lead_full:13, Hazardous Material Tank: Bitumen
hbm:fluid_tank_lead_full:14, Hazardous Material Tank: Industrial Oil
hbm:fluid_tank_lead_full:15, Hazardous Material Tank: Heating Oil
hbm:fluid_tank_lead_full:96, Hazardous Material Tank: Heavy Heating Oil
hbm:fluid_tank_lead_full:16, Hazardous Material Tank: Reclaimed Industrial Oil
hbm:fluid_tank_lead_full:18, Hazardous Material Tank: Engine Lubricant
hbm:fluid_tank_lead_full:23, Hazardous Material Tank: Natural Gas
hbm:fluid_tank_lead_full:107, Hazardous Material Tank: Coker Gas
hbm:fluid_tank_lead_full:24, Hazardous Material Tank: Petroleum Gas
hbm:fluid_tank_lead_full:94, Hazardous Material Tank: Sour Gas
hbm:fluid_tank_lead_full:25, Hazardous Material Tank: LPG
hbm:fluid_tank_lead_full:86, Hazardous Material Tank: Syngas
hbm:fluid_tank_lead_full:87, Hazardous Material Tank: Oxyhydrogen
hbm:fluid_tank_lead_full:67, Hazardous Material Tank: Aromatic Hydrocarbons
hbm:fluid_tank_lead_full:68, Hazardous Material Tank: Unsaturated Hydrocarbons
hbm:fluid_tank_lead_full:95, Hazardous Material Tank: BTX
hbm:fluid_tank_lead_full:100, Hazardous Material Tank: Reformate Gas
hbm:fluid_tank_lead_full:20, Hazardous Material Tank: Diesel
hbm:fluid_tank_lead_full:97, Hazardous Material Tank: High-Cetane Diesel
hbm:fluid_tank_lead_full:66, Hazardous Material Tank: Cracked Diesel
hbm:fluid_tank_lead_full:98, Hazardous Material Tank: High-Cetane Cracked Diesel
hbm:fluid_tank_lead_full:22, Hazardous Material Tank: Kerosene
hbm:fluid_tank_lead_full:99, Hazardous Material Tank: Jet Fuel
hbm:fluid_tank_lead_full:17, Hazardous Material Tank: Petroil
hbm:fluid_tank_lead_full:72, Hazardous Material Tank: Leaded Petroil
hbm:fluid_tank_lead_full:46, Hazardous Material Tank: Gasoline
hbm:fluid_tank_lead_full:73, Hazardous Material Tank: Leaded Gasoline
hbm:fluid_tank_lead_full:47, Hazardous Material Tank: Coal Gasoline
hbm:fluid_tank_lead_full:74, Hazardous Material Tank: Leaded Coal Gasoline
hbm:fluid_tank_lead_full:80, Hazardous Material Tank: Coal Tar Creosote
hbm:fluid_tank_lead_full:79, Hazardous Material Tank: Wood Oil
hbm:fluid_tank_lead_full:26, Hazardous Material Tank: Biogas
hbm:fluid_tank_lead_full:27, Hazardous Material Tank: Biofuel
hbm:fluid_tank_lead_full:59, Hazardous Material Tank: Ethanol
hbm:fluid_tank_lead_full:111, Hazardous Material Tank: Fish Oil
hbm:fluid_tank_lead_full:112, Hazardous Material Tank: Sunflower Seed Oil
hbm:fluid_tank_lead_full:28, Hazardous Material Tank: NITAN© 100 Octane Super Fuel
hbm:fluid_tank_lead_full:154, Hazardous Material Tank: Deuterated Hydrocarbon
hbm:fluid_tank_lead_full:41, Hazardous Material Tank: BF Rocket Fuel
hbm:fluid_tank_lead_full:69, Hazardous Material Tank: Salient Green
hbm:fluid_tank_lead_full:81, Hazardous Material Tank: Seeding Slurry
hbm:fluid_tank_lead_full:101, Hazardous Material Tank: Colloid
hbm:fluid_tank_lead_full:141, Hazardous Material Tank: Vitriol
hbm:fluid_tank_lead_full:142, Hazardous Material Tank: Ore Slop
hbm:fluid_tank_lead_full:104, Hazardous Material Tank: Ionic Gel
hbm:fluid_tank_lead_full:35, Hazardous Material Tank: Hydrogen Peroxide
hbm:fluid_tank_lead_full:75, Hazardous Material Tank: Sulfuric Acid
hbm:fluid_tank_lead_full:82, Hazardous Material Tank: Nitric Acid
hbm:fluid_tank_lead_full:83, Hazardous Material Tank: Solvent
hbm:fluid_tank_lead_full:88, Hazardous Material Tank: High-Performance Solvent
hbm:fluid_tank_lead_full:32, Hazardous Material Tank: Schrabidic Acid
hbm:fluid_tank_lead_full:29, Hazardous Material Tank: Uranium Hexafluoride
hbm:fluid_tank_lead_full:30, Hazardous Material Tank: Plutonium Hexafluoride
hbm:fluid_tank_lead_full:31, Hazardous Material Tank: Schrabidium Trisulfide
hbm:fluid_tank_lead_full:43, Hazardous Material Tank: Pandemonium(III)tantalite Solution
hbm:fluid_tank_lead_full:58, Hazardous Material Tank: Osmiridic Solution
hbm:fluid_tank_lead_full:36, Hazardous Material Tank: Poisonous Mud
hbm:fluid_tank_lead_full:114, Hazardous Material Tank: Red Mud
hbm:fluid_tank_lead_full:131, Hazardous Material Tank: Fullerene Solution
hbm:fluid_tank_lead_full:108, Hazardous Material Tank: Dissolved Egg
hbm:fluid_tank_lead_full:109, Hazardous Material Tank: Cholesterol Solution
hbm:fluid_tank_lead_full:149, Hazardous Material Tank: Sodium Aluminate
hbm:fluid_tank_lead_full:150, Hazardous Material Tank: Bauxite Solution
hbm:fluid_tank_lead_full:151, Hazardous Material Tank: Alumina
hbm:fluid_tank_lead_full:153, Hazardous Material Tank: Liquid Concrete
hbm:fluid_tank_lead_full:49, Hazardous Material Tank: Fracking Solution
hbm:fluid_tank_lead_full:148, Hazardous Material Tank: Lye
hbm:fluid_tank_lead_full:102, Hazardous Material Tank: Phosgene
hbm:fluid_tank_lead_full:103, Hazardous Material Tank: Mustard Gas
hbm:fluid_tank_lead_full:110, Hazardous Material Tank: Estradiol Solution
hbm:fluid_tank_lead_full:113, Hazardous Material Tank: Nitroglycerin
hbm:fluid_tank_lead_full:33, Hazardous Material Tank: Antimatter
hbm:fluid_tank_lead_full:34, Hazardous Material Tank: Antischrabidium
hbm:fluid_tank_lead_full:70, Hazardous Material Tank: Experience Juice
hbm:fluid_tank_lead_full:71, Hazardous Material Tank: Ender Juice
hbm:fluid_tank_lead_full:140, Hazardous Material Tank: Stellar Flux
hbm:fluid_tank_lead_full:132, Hazardous Material Tank: Booster Pheromone
hbm:fluid_tank_lead_full:133, Hazardous Material Tank: Modified Booster Pheromone
hbm:fluid_tank_lead_full:89, Hazardous Material Tank: Hydrazine
hbm:fluid_tank_lead_full:1000, Hazardous Material Tank: Custom Fluid Demo
hbm:fluid_barrel_empty, Empty Fluid Barrel
hbm:fluid_barrel_full:152, Fluid Barrel: Compressed Air
hbm:fluid_barrel_full:1, Fluid Barrel: Water
hbm:fluid_barrel_full:60, Fluid Barrel: Heavy Water
hbm:fluid_barrel_full:125, Fluid Barrel: Hot Heavy Water
hbm:fluid_barrel_full:7, Fluid Barrel: Lava
hbm:fluid_barrel_full:2, Fluid Barrel: Steam
hbm:fluid_barrel_full:3, Fluid Barrel: Dense Steam
hbm:fluid_barrel_full:4, Fluid Barrel: Super Dense Steam
hbm:fluid_barrel_full:5, Fluid Barrel: Ultra Dense Steam
hbm:fluid_barrel_full:55, Fluid Barrel: Carbon Dioxide
hbm:fluid_barrel_full:6, Fluid Barrel: Coolant
hbm:fluid_barrel_full:76, Fluid Barrel: Hot Coolant
hbm:fluid_barrel_full:145, Fluid Barrel: Perfluoromethyl
hbm:fluid_barrel_full:146, Fluid Barrel: Cold Perfluoromethyl
hbm:fluid_barrel_full:147, Fluid Barrel: Hot Perfluoromethyl
hbm:fluid_barrel_full:37, Fluid Barrel: Cryogel
hbm:fluid_barrel_full:77, Fluid Barrel: Mug Root Beer
hbm:fluid_barrel_full:78, Fluid Barrel: Hot Mug Root Beer
hbm:fluid_barrel_full:84, Fluid Barrel: Blood
hbm:fluid_barrel_full:85, Fluid Barrel: Hot Blood
hbm:fluid_barrel_full:126, Fluid Barrel: Liquid Sodium
hbm:fluid_barrel_full:127, Fluid Barrel: Hot Liquid Sodium
hbm:fluid_barrel_full:143, Fluid Barrel: Liquid Lead
hbm:fluid_barrel_full:144, Fluid Barrel: Hot Liquid Lead
hbm:fluid_barrel_full:128, Fluid Barrel: Liquid Thorium Salt
hbm:fluid_barrel_full:129, Fluid Barrel: Hot Liquid Thorium Salt
hbm:fluid_barrel_full:130, Fluid Barrel: Depleted Liquid Thorium Salt
hbm:fluid_barrel_full:38, Fluid Barrel: Liquid Hydrogen
hbm:fluid_barrel_full:8, Fluid Barrel: Deuterium
hbm:fluid_barrel_full:9, Fluid Barrel: Tritium
hbm:fluid_barrel_full:57, Fluid Barrel: Helium-3
hbm:fluid_barrel_full:124, Fluid Barrel: Helium-4
hbm:fluid_barrel_full:39, Fluid Barrel: Liquid Oxygen
hbm:fluid_barrel_full:40, Fluid Barrel: Xenon Gas
hbm:fluid_barrel_full:90, Fluid Barrel: Chlorine Gas
hbm:fluid_barrel_full:42, Fluid Barrel: Mercury
hbm:fluid_barrel_full:10, Fluid Barrel: Crude Oil
hbm:fluid_barrel_full:134, Fluid Barrel: Desulfurized Crude Oil
hbm:fluid_barrel_full:61, Fluid Barrel: Cracked Oil
hbm:fluid_barrel_full:136, Fluid Barrel: Desulfurized Cracked Oil
hbm:fluid_barrel_full:62, Fluid Barrel: Coal Oil
hbm:fluid_barrel_full:105, Fluid Barrel: Coker Oil
hbm:fluid_barrel_full:11, Fluid Barrel: Hot Crude Oil
hbm:fluid_barrel_full:135, Fluid Barrel: Desulfurized Hot Crude Oil
hbm:fluid_barrel_full:63, Fluid Barrel: Hot Cracked Oil
hbm:fluid_barrel_full:137, Fluid Barrel: Desulfurized Hot Cracked Oil
hbm:fluid_barrel_full:12, Fluid Barrel: Heavy Oil
hbm:fluid_barrel_full:91, Fluid Barrel: Vacuum Heavy Oil
hbm:fluid_barrel_full:19, Fluid Barrel: Naphtha
hbm:fluid_barrel_full:138, Fluid Barrel: Desulfurized Naphtha
hbm:fluid_barrel_full:64, Fluid Barrel: Cracked Naphtha
hbm:fluid_barrel_full:106, Fluid Barrel: Coker Naphtha
hbm:fluid_barrel_full:92, Fluid Barrel: Reformate
hbm:fluid_barrel_full:21, Fluid Barrel: Light Oil
hbm:fluid_barrel_full:139, Fluid Barrel: Desulfurized Light Oil
hbm:fluid_barrel_full:65, Fluid Barrel: Cracked Light Oil
hbm:fluid_barrel_full:93, Fluid Barrel: Vacuum Light Oil
hbm:fluid_barrel_full:13, Fluid Barrel: Bitumen
hbm:fluid_barrel_full:14, Fluid Barrel: Industrial Oil
hbm:fluid_barrel_full:15, Fluid Barrel: Heating Oil
hbm:fluid_barrel_full:96, Fluid Barrel: Heavy Heating Oil
hbm:fluid_barrel_full:16, Fluid Barrel: Reclaimed Industrial Oil
hbm:fluid_barrel_full:18, Fluid Barrel: Engine Lubricant
hbm:fluid_barrel_full:23, Fluid Barrel: Natural Gas
hbm:fluid_barrel_full:107, Fluid Barrel: Coker Gas
hbm:fluid_barrel_full:24, Fluid Barrel: Petroleum Gas
hbm:fluid_barrel_full:94, Fluid Barrel: Sour Gas
hbm:fluid_barrel_full:25, Fluid Barrel: LPG
hbm:fluid_barrel_full:86, Fluid Barrel: Syngas
hbm:fluid_barrel_full:87, Fluid Barrel: Oxyhydrogen
hbm:fluid_barrel_full:67, Fluid Barrel: Aromatic Hydrocarbons
hbm:fluid_barrel_full:68, Fluid Barrel: Unsaturated Hydrocarbons
hbm:fluid_barrel_full:95, Fluid Barrel: BTX
hbm:fluid_barrel_full:100, Fluid Barrel: Reformate Gas
hbm:fluid_barrel_full:20, Fluid Barrel: Diesel
hbm:fluid_barrel_full:97, Fluid Barrel: High-Cetane Diesel
hbm:fluid_barrel_full:66, Fluid Barrel: Cracked Diesel
hbm:fluid_barrel_full:98, Fluid Barrel: High-Cetane Cracked Diesel
hbm:fluid_barrel_full:22, Fluid Barrel: Kerosene
hbm:fluid_barrel_full:99, Fluid Barrel: Jet Fuel
hbm:fluid_barrel_full:17, Fluid Barrel: Petroil
hbm:fluid_barrel_full:72, Fluid Barrel: Leaded Petroil
hbm:fluid_barrel_full:46, Fluid Barrel: Gasoline
hbm:fluid_barrel_full:73, Fluid Barrel: Leaded Gasoline
hbm:fluid_barrel_full:47, Fluid Barrel: Coal Gasoline
hbm:fluid_barrel_full:74, Fluid Barrel: Leaded Coal Gasoline
hbm:fluid_barrel_full:80, Fluid Barrel: Coal Tar Creosote
hbm:fluid_barrel_full:79, Fluid Barrel: Wood Oil
hbm:fluid_barrel_full:26, Fluid Barrel: Biogas
hbm:fluid_barrel_full:27, Fluid Barrel: Biofuel
hbm:fluid_barrel_full:59, Fluid Barrel: Ethanol
hbm:fluid_barrel_full:111, Fluid Barrel: Fish Oil
hbm:fluid_barrel_full:112, Fluid Barrel: Sunflower Seed Oil
hbm:fluid_barrel_full:28, Fluid Barrel: NITAN© 100 Octane Super Fuel
hbm:fluid_barrel_full:154, Fluid Barrel: Deuterated Hydrocarbon
hbm:fluid_barrel_full:41, Fluid Barrel: BF Rocket Fuel
hbm:fluid_barrel_full:69, Fluid Barrel: Salient Green
hbm:fluid_barrel_full:81, Fluid Barrel: Seeding Slurry
hbm:fluid_barrel_full:101, Fluid Barrel: Colloid
hbm:fluid_barrel_full:141, Fluid Barrel: Vitriol
hbm:fluid_barrel_full:142, Fluid Barrel: Ore Slop
hbm:fluid_barrel_full:104, Fluid Barrel: Ionic Gel
hbm:fluid_barrel_full:35, Fluid Barrel: Hydrogen Peroxide
hbm:fluid_barrel_full:75, Fluid Barrel: Sulfuric Acid
hbm:fluid_barrel_full:82, Fluid Barrel: Nitric Acid
hbm:fluid_barrel_full:83, Fluid Barrel: Solvent
hbm:fluid_barrel_full:88, Fluid Barrel: High-Performance Solvent
hbm:fluid_barrel_full:32, Fluid Barrel: Schrabidic Acid
hbm:fluid_barrel_full:29, Fluid Barrel: Uranium Hexafluoride
hbm:fluid_barrel_full:30, Fluid Barrel: Plutonium Hexafluoride
hbm:fluid_barrel_full:31, Fluid Barrel: Schrabidium Trisulfide
hbm:fluid_barrel_full:43, Fluid Barrel: Pandemonium(III)tantalite Solution
hbm:fluid_barrel_full:36, Fluid Barrel: Poisonous Mud
hbm:fluid_barrel_full:131, Fluid Barrel: Fullerene Solution
hbm:fluid_barrel_full:108, Fluid Barrel: Dissolved Egg
hbm:fluid_barrel_full:109, Fluid Barrel: Cholesterol Solution
hbm:fluid_barrel_full:149, Fluid Barrel: Sodium Aluminate
hbm:fluid_barrel_full:150, Fluid Barrel: Bauxite Solution
hbm:fluid_barrel_full:151, Fluid Barrel: Alumina
hbm:fluid_barrel_full:153, Fluid Barrel: Liquid Concrete
hbm:fluid_barrel_full:49, Fluid Barrel: Fracking Solution
hbm:fluid_barrel_full:148, Fluid Barrel: Lye
hbm:fluid_barrel_full:102, Fluid Barrel: Phosgene
hbm:fluid_barrel_full:103, Fluid Barrel: Mustard Gas
hbm:fluid_barrel_full:110, Fluid Barrel: Estradiol Solution
hbm:fluid_barrel_full:113, Fluid Barrel: Nitroglycerin
hbm:fluid_barrel_full:33, Fluid Barrel: Antimatter
hbm:fluid_barrel_full:34, Fluid Barrel: Antischrabidium
hbm:fluid_barrel_full:70, Fluid Barrel: Experience Juice
hbm:fluid_barrel_full:71, Fluid Barrel: Ender Juice
hbm:fluid_barrel_full:140, Fluid Barrel: Stellar Flux
hbm:fluid_barrel_full:132, Fluid Barrel: Booster Pheromone
hbm:fluid_barrel_full:133, Fluid Barrel: Modified Booster Pheromone
hbm:fluid_barrel_full:89, Fluid Barrel: Hydrazine
hbm:fluid_barrel_full:1000, Fluid Barrel: Custom Fluid Demo
hbm:fluid_barrel_infinite, Infinite Fluid Barrel
hbm:fluid_pack_empty, Large Fluid Container
hbm:fluid_pack_full:152, Packaged Compressed Air
hbm:fluid_pack_full:1, Packaged Water
hbm:fluid_pack_full:60, Packaged Heavy Water
hbm:fluid_pack_full:125, Packaged Hot Heavy Water
hbm:fluid_pack_full:7, Packaged Lava
hbm:fluid_pack_full:2, Packaged Steam
hbm:fluid_pack_full:3, Packaged Dense Steam
hbm:fluid_pack_full:4, Packaged Super Dense Steam
hbm:fluid_pack_full:5, Packaged Ultra Dense Steam
hbm:fluid_pack_full:55, Packaged Carbon Dioxide
hbm:fluid_pack_full:6, Packaged Coolant
hbm:fluid_pack_full:76, Packaged Hot Coolant
hbm:fluid_pack_full:145, Packaged Perfluoromethyl
hbm:fluid_pack_full:146, Packaged Cold Perfluoromethyl
hbm:fluid_pack_full:147, Packaged Hot Perfluoromethyl
hbm:fluid_pack_full:37, Packaged Cryogel
hbm:fluid_pack_full:77, Packaged Mug Root Beer
hbm:fluid_pack_full:78, Packaged Hot Mug Root Beer
hbm:fluid_pack_full:84, Packaged Blood
hbm:fluid_pack_full:85, Packaged Hot Blood
hbm:fluid_pack_full:126, Packaged Liquid Sodium
hbm:fluid_pack_full:127, Packaged Hot Liquid Sodium
hbm:fluid_pack_full:143, Packaged Liquid Lead
hbm:fluid_pack_full:144, Packaged Hot Liquid Lead
hbm:fluid_pack_full:128, Packaged Liquid Thorium Salt
hbm:fluid_pack_full:129, Packaged Hot Liquid Thorium Salt
hbm:fluid_pack_full:130, Packaged Depleted Liquid Thorium Salt
hbm:fluid_pack_full:38, Packaged Liquid Hydrogen
